ticker,risk_group,group_score,group_change,semidev,spread_30y_pp,credit_n_fit,put_iv_365d,has_put_iv,block_volatility,block_credit,block_industry,block_within_industry,within_group_n,within_group_shrink,within_group_ranked_on,n_blocks,weight_per_block,combined_score,cap_weight,suggested_idio_erp_pct,floor_applied,reliability
V,Fee-Based Financials,3.50,,13.976906,0.6516,9,26.01,True,12.03,2.94,28.5,7.19,21,0.875,2,4,0.25,12.664,0.009466302325339009,1.0074,,full
VEEV,Healthcare - Innovation,5.00,,24.144041,,,,False,74.16,,45.0,60.78,27,0.9,1,3,0.3333,59.979,0.000541735758420809,4.771,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
VICI,Real Estate,4.50,,11.873438,1.5159,7,,False,3.98,86.73,39.5,72.16,21,0.875,2,4,0.25,50.591,0.0003797844041298881,4.0243,,full
VLO,Energy & Commodities,7.50,,25.043588,1.0658,11,,False,76.74,56.03,72.5,56.91,29,0.906,2,4,0.25,65.545,0.001383650385259049,5.2138,,full
VLTO,Quality Industrials,4.00,moved,13.184287,,,,False,9.55,,34.0,6.31,44,0.936,1,3,0.3333,16.621,0.00031748164741683644,1.3221,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
VMC,Materials & Packaging,4.50,,16.894388,1.1199,4,,False,34.6,61.7,39.5,55.25,19,0.864,2,4,0.25,47.762,0.0004777122843671039,3.7992,,full
VRSK,Fee-Based Financials,3.50,moved,22.603084,1.215,1,,False,67.8,71.79,28.5,67.82,21,0.875,2,4,0.25,58.978,0.0003146571240021263,4.6914,,credit spread fit on only 1 bond -- treat with caution
VRSN,Software & Digital Platforms,5.50,,18.965272,1.231,1,,False,49.51,73.45,50.5,29.04,35,0.921,2,4,0.25,50.626,0.00033796074116032625,4.0271,,credit spread fit on only 1 bond -- treat with caution
VRT,Quality Industrials,4.00,,35.956314,,,,False,94.63,,34.0,96.84,44,0.936,1,3,0.3333,75.158,0.0014391036805061217,5.9785,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
VRTX,Healthcare - Innovation,5.00,,26.101927,,,33.35,True,60.58,,45.0,36.79,27,0.9,1,3,0.3333,47.458,0.0018158077217378776,3.7751,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
VST,Merchant Power,6.50,moved,36.868336,,,,False,95.43,,61.5,78.79,4,0.571,1,3,0.3333,78.571,0.0006419637001907134,6.2499,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
VTR,Real Estate,4.50,,13.123592,0.9949,4,,False,8.95,43.59,39.5,54.83,21,0.875,2,4,0.25,36.717,0.0006036118408817776,2.9207,,full
VTRS,Healthcare - Innovation,5.00,,20.117143,1.563,1,,False,56.27,88.94,45.0,53.93,27,0.9,2,4,0.25,61.033,0.00025290109162820127,4.8549,,credit spread fit on only 1 bond -- treat with caution
VZ,Telecom & Cable,7.00,split,14.601456,1.2168,53,27.08,True,16.22,72.07,67.0,17.5,6,0.667,2,4,0.25,43.197,0.002722004994822684,3.4361,,full
WAB,Contracted Infrastructure,5.00,,13.889396,,,,False,13.92,,45.0,9.25,15,0.833,1,3,0.3333,22.724,0.000674004627196672,1.8076,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
WAT,Healthcare - Innovation,5.00,,26.344507,,,,False,80.32,,45.0,67.63,27,0.9,1,3,0.3333,64.318,0.000529777096728012,5.1162,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
WBD,Media & Entertainment,5.50,split,26.033666,,,,False,79.52,,50.5,80.12,10,0.769,1,3,0.3333,70.046,0.0009859756152751514,5.5718,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
WDAY,Software & Digital Platforms,5.50,,29.98992,1.5993,2,,False,87.48,90.04,50.5,74.64,35,0.921,2,4,0.25,75.664,0.0006518087042869854,6.0187,,credit spread fit on only 2 bonds -- treat with caution
WDC,Hardware & Components,6.00,split,34.142462,,,,False,92.84,,56.0,64.75,19,0.864,1,3,0.3333,71.198,0.002508179129477604,5.6635,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
WEC,Regulated & Monopoly Assets,1.50,,11.200932,0.8678,3,,False,1.8,24.51,6.5,19.04,28,0.903,2,4,0.25,12.96,0.0004910564188651808,1.1178,credit floor applied (1.031 -> 1.118),full
WELL,Real Estate,4.50,,14.693732,0.8816,8,,False,20.28,27.27,39.5,41.84,21,0.875,2,4,0.25,32.223,0.002317509698992899,2.5632,,full
WFC,Banks & Capital Markets,7.00,,18.363239,1.1945,11,29.23,True,33.38,70.96,67.0,65.23,25,0.893,2,4,0.25,59.145,0.0036191876817272357,4.7047,,full
WM,Regulated & Monopoly Assets,1.50,,13.884059,0.7608,8,23.92,True,8.75,10.4,6.5,5.79,28,0.903,2,4,0.25,7.861,0.0012123000686960832,1.0108,credit floor applied (0.625 -> 1.011),full
WMB,Contracted Infrastructure,5.00,,16.946881,1.1371,18,,False,35.39,64.6,45.0,62.29,15,0.833,2,4,0.25,51.82,0.0012363566314246956,4.122,,full
WMT,Defensive Retail,3.50,,16.201207,0.4427,21,29.37,True,25.24,1.28,28.5,22.28,14,0.824,2,4,0.25,19.324,0.012389025071543306,1.5371,,full
WRB,Insurance Underwriters,5.00,,16.381542,0.9987,3,,False,30.82,44.42,45.0,57.99,18,0.857,2,4,0.25,44.556,0.00036963177511730957,3.5442,,full
WSM,Consumer Services & Retail,5.00,,23.276835,,,,False,70.78,,45.0,71.54,17,0.85,1,3,0.3333,62.438,0.0003891039865721133,4.9666,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
WST,Healthcare - Innovation,5.00,,31.94738,,,,False,90.26,,45.0,91.62,27,0.9,1,3,0.3333,75.627,0.00033224198579037185,6.0158,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
WTW,Fee-Based Financials,3.50,,20.966583,1.0646,5,,False,61.23,55.75,28.5,54.83,21,0.875,2,4,0.25,50.08,0.00041439854913521165,3.9836,,full
WY,Materials & Packaging,4.50,moved,16.259543,1.13,7,,False,29.63,63.77,39.5,50.5,19,0.864,2,4,0.25,45.85,0.0002291514377412902,3.6471,,full
WYNN,Travel & Leisure,7.00,,22.62251,,,,False,68.39,,67.0,58.28,11,0.786,1,3,0.3333,64.557,0.00014079721433761652,5.1352,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
XEL,Regulated & Monopoly Assets,1.50,,12.794324,0.9938,25,,False,7.76,43.03,6.5,52.16,28,0.903,2,4,0.25,27.362,0.0006673860763098103,2.1765,,full
XOM,Energy & Commodities,7.50,,17.531783,0.7116,11,30.06,True,34.16,5.98,72.5,8.84,29,0.906,2,4,0.25,30.371,0.00929087930672955,2.4159,,full
XYL,Quality Industrials,4.00,,14.955594,,,,False,21.48,,34.0,27.87,44,0.936,1,3,0.3333,27.782,0.00036240333372438273,2.2099,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
XYZ,Payments & Financial Processing,5.50,moved,28.900283,1.4747,1,,False,85.29,85.07,50.5,78.34,9,0.75,2,4,0.25,74.8,0.0006501921008273884,5.95,,credit spread fit on only 1 bond -- treat with caution
YUM,Consumer Services & Retail,5.00,,14.593551,1.2971,4,,False,19.89,76.22,45.0,18.94,17,0.85,2,4,0.25,40.012,0.0005433774859335606,3.1828,,full
ZBH,Healthcare - Established,3.50,,23.577173,,,,False,72.17,,28.5,93.81,21,0.875,1,3,0.3333,64.827,0.0002570092202829937,5.1567,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
ZBRA,Hardware & Components,6.00,split,24.605279,,,,False,75.95,,56.0,45.75,19,0.864,1,3,0.3333,59.232,0.0002495321102361714,4.7116,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
ZTS,Healthcare - Innovation,5.00,,28.597815,1.0083,7,41.99,True,79.09,46.91,45.0,40.22,27,0.9,2,4,0.25,52.803,0.000415346288213863,4.2002,,full
